Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by DTWP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","DTWP - 1 Digit Level","Count",
"Persons Place of Usual Residence","2428, NSW","Over 0 km to less than 2.5 km",1789
"Persons Place of Usual Residence","2428, NSW","Nil distance",597
"Persons Place of Usual Residence","2428, NSW","2.5 km to less than 10 km",2627
"Persons Place of Usual Residence","2428, NSW","10 km to less than 30 km",590
"Persons Place of Usual Residence","2428, NSW","30 km to less than 50 km",767
"Persons Place of Usual Residence","2428, NSW","50 km to less than 250 km",263
"Persons Place of Usual Residence","2428, NSW","250 km and over",257
"Persons Place of Usual Residence","2428, NSW","Not applicable",17120
"Persons Place of Usual Residence","2428, NSW","Total",24012
"Persons Place of Usual Residence","2429, NSW","Over 0 km to less than 2.5 km",385
"Persons Place of Usual Residence","2429, NSW","Nil distance",437
"Persons Place of Usual Residence","2429, NSW","2.5 km to less than 10 km",485
"Persons Place of Usual Residence","2429, NSW","10 km to less than 30 km",1341
"Persons Place of Usual Residence","2429, NSW","30 km to less than 50 km",419
"Persons Place of Usual Residence","2429, NSW","50 km to less than 250 km",247
"Persons Place of Usual Residence","2429, NSW","250 km and over",102
"Persons Place of Usual Residence","2429, NSW","Not applicable",6302
"Persons Place of Usual Residence","2429, NSW","Total",9715
"Persons Place of Usual Residence","2430, NSW","Over 0 km to less than 2.5 km",1728
"Persons Place of Usual Residence","2430, NSW","Nil distance",903
"Persons Place of Usual Residence","2430, NSW","2.5 km to less than 10 km",3277
"Persons Place of Usual Residence","2430, NSW","10 km to less than 30 km",3655
"Persons Place of Usual Residence","2430, NSW","30 km to less than 50 km",711
"Persons Place of Usual Residence","2430, NSW","50 km to less than 250 km",442
"Persons Place of Usual Residence","2430, NSW","250 km and over",265
"Persons Place of Usual Residence","2430, NSW","Not applicable",23038
"Persons Place of Usual Residence","2430, NSW","Total",34017
"Persons Place of Usual Residence","2431, NSW","Over 0 km to less than 2.5 km",378
"Persons Place of Usual Residence","2431, NSW","Nil distance",148
"Persons Place of Usual Residence","2431, NSW","2.5 km to less than 10 km",281
"Persons Place of Usual Residence","2431, NSW","10 km to less than 30 km",112
"Persons Place of Usual Residence","2431, NSW","30 km to less than 50 km",449
"Persons Place of Usual Residence","2431, NSW","50 km to less than 250 km",57
"Persons Place of Usual Residence","2431, NSW","250 km and over",52
"Persons Place of Usual Residence","2431, NSW","Not applicable",3649
"Persons Place of Usual Residence","2431, NSW","Total",5133
"Persons Place of Usual Residence","2439, NSW","Over 0 km to less than 2.5 km",66
"Persons Place of Usual Residence","2439, NSW","Nil distance",85
"Persons Place of Usual Residence","2439, NSW","2.5 km to less than 10 km",154
"Persons Place of Usual Residence","2439, NSW","10 km to less than 30 km",237
"Persons Place of Usual Residence","2439, NSW","30 km to less than 50 km",311
"Persons Place of Usual Residence","2439, NSW","50 km to less than 250 km",55
"Persons Place of Usual Residence","2439, NSW","250 km and over",36
"Persons Place of Usual Residence","2439, NSW","Not applicable",1998
"Persons Place of Usual Residence","2439, NSW","Total",2941
"Persons Place of Usual Residence","2440, NSW","Over 0 km to less than 2.5 km",993
"Persons Place of Usual Residence","2440, NSW","Nil distance",601
"Persons Place of Usual Residence","2440, NSW","2.5 km to less than 10 km",2151
"Persons Place of Usual Residence","2440, NSW","10 km to less than 30 km",2025
"Persons Place of Usual Residence","2440, NSW","30 km to less than 50 km",491
"Persons Place of Usual Residence","2440, NSW","50 km to less than 250 km",426
"Persons Place of Usual Residence","2440, NSW","250 km and over",164
"Persons Place of Usual Residence","2440, NSW","Not applicable",14978
"Persons Place of Usual Residence","2440, NSW","Total",21816
"Persons Place of Usual Residence","2441, NSW","Over 0 km to less than 2.5 km",46
"Persons Place of Usual Residence","2441, NSW","Nil distance",244
"Persons Place of Usual Residence","2441, NSW","2.5 km to less than 10 km",100
"Persons Place of Usual Residence","2441, NSW","10 km to less than 30 km",581
"Persons Place of Usual Residence","2441, NSW","30 km to less than 50 km",413
"Persons Place of Usual Residence","2441, NSW","50 km to less than 250 km",91
"Persons Place of Usual Residence","2441, NSW","250 km and over",61
"Persons Place of Usual Residence","2441, NSW","Not applicable",2804
"Persons Place of Usual Residence","2441, NSW","Total",4349
"Persons Place of Usual Residence","2443, NSW","Over 0 km to less than 2.5 km",305
"Persons Place of Usual Residence","2443, NSW","Nil distance",258
"Persons Place of Usual Residence","2443, NSW","2.5 km to less than 10 km",489
"Persons Place of Usual Residence","2443, NSW","10 km to less than 30 km",430
"Persons Place of Usual Residence","2443, NSW","30 km to less than 50 km",601
"Persons Place of Usual Residence","2443, NSW","50 km to less than 250 km",149
"Persons Place of Usual Residence","2443, NSW","250 km and over",86
"Persons Place of Usual Residence","2443, NSW","Not applicable",6587
"Persons Place of Usual Residence","2443, NSW","Total",8892
"Persons Place of Usual Residence","2444, NSW","Over 0 km to less than 2.5 km",2596
"Persons Place of Usual Residence","2444, NSW","Nil distance",1335
"Persons Place of Usual Residence","2444, NSW","2.5 km to less than 10 km",10553
"Persons Place of Usual Residence","2444, NSW","10 km to less than 30 km",1196
"Persons Place of Usual Residence","2444, NSW","30 km to less than 50 km",373
"Persons Place of Usual Residence","2444, NSW","50 km to less than 250 km",616
"Persons Place of Usual Residence","2444, NSW","250 km and over",439
"Persons Place of Usual Residence","2444, NSW","Not applicable",29185
"Persons Place of Usual Residence","2444, NSW","Total",46289
"Persons Place of Usual Residence","2445, NSW","Over 0 km to less than 2.5 km",134
"Persons Place of Usual Residence","2445, NSW","Nil distance",215
"Persons Place of Usual Residence","2445, NSW","2.5 km to less than 10 km",202
"Persons Place of Usual Residence","2445, NSW","10 km to less than 30 km",1592
"Persons Place of Usual Residence","2445, NSW","30 km to less than 50 km",21
"Persons Place of Usual Residence","2445, NSW","50 km to less than 250 km",103
"Persons Place of Usual Residence","2445, NSW","250 km and over",100
"Persons Place of Usual Residence","2445, NSW","Not applicable",4096
"Persons Place of Usual Residence","2445, NSW","Total",6464
"Persons Place of Usual Residence","2446, NSW","Over 0 km to less than 2.5 km",475
"Persons Place of Usual Residence","2446, NSW","Nil distance",488
"Persons Place of Usual Residence","2446, NSW","2.5 km to less than 10 km",821
"Persons Place of Usual Residence","2446, NSW","10 km to less than 30 km",2351
"Persons Place of Usual Residence","2446, NSW","30 km to less than 50 km",370
"Persons Place of Usual Residence","2446, NSW","50 km to less than 250 km",274
"Persons Place of Usual Residence","2446, NSW","250 km and over",134
"Persons Place of Usual Residence","2446, NSW","Not applicable",8422
"Persons Place of Usual Residence","2446, NSW","Total",13330
"Persons Place of Usual Residence","2447, NSW","Over 0 km to less than 2.5 km",350
"Persons Place of Usual Residence","2447, NSW","Nil distance",256
"Persons Place of Usual Residence","2447, NSW","2.5 km to less than 10 km",632
"Persons Place of Usual Residence","2447, NSW","10 km to less than 30 km",702
"Persons Place of Usual Residence","2447, NSW","30 km to less than 50 km",129
"Persons Place of Usual Residence","2447, NSW","50 km to less than 250 km",237
"Persons Place of Usual Residence","2447, NSW","250 km and over",78
"Persons Place of Usual Residence","2447, NSW","Not applicable",4795
"Persons Place of Usual Residence","2447, NSW","Total",7180
"Persons Place of Usual Residence","2448, NSW","Over 0 km to less than 2.5 km",503
"Persons Place of Usual Residence","2448, NSW","Nil distance",245
"Persons Place of Usual Residence","2448, NSW","2.5 km to less than 10 km",463
"Persons Place of Usual Residence","2448, NSW","10 km to less than 30 km",821
"Persons Place of Usual Residence","2448, NSW","30 km to less than 50 km",377
"Persons Place of Usual Residence","2448, NSW","50 km to less than 250 km",92
"Persons Place of Usual Residence","2448, NSW","250 km and over",61
"Persons Place of Usual Residence","2448, NSW","Not applicable",6442
"Persons Place of Usual Residence","2448, NSW","Total",9002
"Persons Place of Usual Residence","2449, NSW","Over 0 km to less than 2.5 km",68
"Persons Place of Usual Residence","2449, NSW","Nil distance",93
"Persons Place of Usual Residence","2449, NSW","2.5 km to less than 10 km",51
"Persons Place of Usual Residence","2449, NSW","10 km to less than 30 km",304
"Persons Place of Usual Residence","2449, NSW","30 km to less than 50 km",63
"Persons Place of Usual Residence","2449, NSW","50 km to less than 250 km",59
"Persons Place of Usual Residence","2449, NSW","250 km and over",15
"Persons Place of Usual Residence","2449, NSW","Not applicable",1527
"Persons Place of Usual Residence","2449, NSW","Total",2188
"Persons Place of Usual Residence","2450, NSW","Over 0 km to less than 2.5 km",2463
"Persons Place of Usual Residence","2450, NSW","Nil distance",1583
"Persons Place of Usual Residence","2450, NSW","2.5 km to less than 10 km",7642
"Persons Place of Usual Residence","2450, NSW","10 km to less than 30 km",3752
"Persons Place of Usual Residence","2450, NSW","30 km to less than 50 km",855
"Persons Place of Usual Residence","2450, NSW","50 km to less than 250 km",491
"Persons Place of Usual Residence","2450, NSW","250 km and over",398
"Persons Place of Usual Residence","2450, NSW","Not applicable",26715
"Persons Place of Usual Residence","2450, NSW","Total",43896
"Persons Place of Usual Residence","2452, NSW","Over 0 km to less than 2.5 km",711
"Persons Place of Usual Residence","2452, NSW","Nil distance",323
"Persons Place of Usual Residence","2452, NSW","2.5 km to less than 10 km",2849
"Persons Place of Usual Residence","2452, NSW","10 km to less than 30 km",1478
"Persons Place of Usual Residence","2452, NSW","30 km to less than 50 km",139
"Persons Place of Usual Residence","2452, NSW","50 km to less than 250 km",132
"Persons Place of Usual Residence","2452, NSW","250 km and over",114
"Persons Place of Usual Residence","2452, NSW","Not applicable",9372
"Persons Place of Usual Residence","2452, NSW","Total",15119
"Persons Place of Usual Residence","2453, NSW","Over 0 km to less than 2.5 km",178
"Persons Place of Usual Residence","2453, NSW","Nil distance",240
"Persons Place of Usual Residence","2453, NSW","2.5 km to less than 10 km",150
"Persons Place of Usual Residence","2453, NSW","10 km to less than 30 km",208
"Persons Place of Usual Residence","2453, NSW","30 km to less than 50 km",89
"Persons Place of Usual Residence","2453, NSW","50 km to less than 250 km",129
"Persons Place of Usual Residence","2453, NSW","250 km and over",26
"Persons Place of Usual Residence","2453, NSW","Not applicable",1756
"Persons Place of Usual Residence","2453, NSW","Total",2771
"Persons Place of Usual Residence","2454, NSW","Over 0 km to less than 2.5 km",427
"Persons Place of Usual Residence","2454, NSW","Nil distance",366
"Persons Place of Usual Residence","2454, NSW","2.5 km to less than 10 km",334
"Persons Place of Usual Residence","2454, NSW","10 km to less than 30 km",897
"Persons Place of Usual Residence","2454, NSW","30 km to less than 50 km",599
"Persons Place of Usual Residence","2454, NSW","50 km to less than 250 km",76
"Persons Place of Usual Residence","2454, NSW","250 km and over",84
"Persons Place of Usual Residence","2454, NSW","Not applicable",4788
"Persons Place of Usual Residence","2454, NSW","Total",7571
"Persons Place of Usual Residence","2455, NSW","Over 0 km to less than 2.5 km",127
"Persons Place of Usual Residence","2455, NSW","Nil distance",80
"Persons Place of Usual Residence","2455, NSW","2.5 km to less than 10 km",160
"Persons Place of Usual Residence","2455, NSW","10 km to less than 30 km",493
"Persons Place of Usual Residence","2455, NSW","30 km to less than 50 km",74
"Persons Place of Usual Residence","2455, NSW","50 km to less than 250 km",33
"Persons Place of Usual Residence","2455, NSW","250 km and over",40
"Persons Place of Usual Residence","2455, NSW","Not applicable",2004
"Persons Place of Usual Residence","2455, NSW","Total",3001
"Persons Place of Usual Residence","2456, NSW","Over 0 km to less than 2.5 km",472
"Persons Place of Usual Residence","2456, NSW","Nil distance",398
"Persons Place of Usual Residence","2456, NSW","2.5 km to less than 10 km",980
"Persons Place of Usual Residence","2456, NSW","10 km to less than 30 km",2499
"Persons Place of Usual Residence","2456, NSW","30 km to less than 50 km",667
"Persons Place of Usual Residence","2456, NSW","50 km to less than 250 km",341
"Persons Place of Usual Residence","2456, NSW","250 km and over",180
"Persons Place of Usual Residence","2456, NSW","Not applicable",9219
"Persons Place of Usual Residence","2456, NSW","Total",14749
"Persons Place of Usual Residence","2460, NSW","Over 0 km to less than 2.5 km",2042
"Persons Place of Usual Residence","2460, NSW","Nil distance",780
"Persons Place of Usual Residence","2460, NSW","2.5 km to less than 10 km",3597
"Persons Place of Usual Residence","2460, NSW","10 km to less than 30 km",1985
"Persons Place of Usual Residence","2460, NSW","30 km to less than 50 km",690
"Persons Place of Usual Residence","2460, NSW","50 km to less than 250 km",613
"Persons Place of Usual Residence","2460, NSW","250 km and over",226
"Persons Place of Usual Residence","2460, NSW","Not applicable",19276
"Persons Place of Usual Residence","2460, NSW","Total",29212
"Persons Place of Usual Residence","2462, NSW","Over 0 km to less than 2.5 km",41
