Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by MTW06P Method of Travel to Work (6 travel modes)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","MTW06P Method of Travel to Work (6 travel modes)","Count",
"Persons Place of Usual Residence","2823, NSW","Mode not stated",8
"Persons Place of Usual Residence","2823, NSW","Not applicable",842
"Persons Place of Usual Residence","2823, NSW","Total",1419
"Persons Place of Usual Residence","2824, NSW","Public Transport",0
"Persons Place of Usual Residence","2824, NSW","Vehicle",622
"Persons Place of Usual Residence","2824, NSW","Active Transport",55
"Persons Place of Usual Residence","2824, NSW","Other Mode",13
"Persons Place of Usual Residence","2824, NSW","Worked at home or Did not go to work",163
"Persons Place of Usual Residence","2824, NSW","Mode not stated",14
"Persons Place of Usual Residence","2824, NSW","Not applicable",1314
"Persons Place of Usual Residence","2824, NSW","Total",2187
"Persons Place of Usual Residence","2825, NSW","Public Transport",55
"Persons Place of Usual Residence","2825, NSW","Vehicle",698
"Persons Place of Usual Residence","2825, NSW","Active Transport",90
"Persons Place of Usual Residence","2825, NSW","Other Mode",6
"Persons Place of Usual Residence","2825, NSW","Worked at home or Did not go to work",158
"Persons Place of Usual Residence","2825, NSW","Mode not stated",15
"Persons Place of Usual Residence","2825, NSW","Not applicable",1354
"Persons Place of Usual Residence","2825, NSW","Total",2382
"Persons Place of Usual Residence","2826, NSW","Public Transport",0
"Persons Place of Usual Residence","2826, NSW","Vehicle",52
"Persons Place of Usual Residence","2826, NSW","Active Transport",7
"Persons Place of Usual Residence","2826, NSW","Other Mode",0
"Persons Place of Usual Residence","2826, NSW","Worked at home or Did not go to work",37
"Persons Place of Usual Residence","2826, NSW","Mode not stated",0
"Persons Place of Usual Residence","2826, NSW","Not applicable",99
"Persons Place of Usual Residence","2826, NSW","Total",197
"Persons Place of Usual Residence","2827, NSW","Public Transport",0
"Persons Place of Usual Residence","2827, NSW","Vehicle",1006
"Persons Place of Usual Residence","2827, NSW","Active Transport",116
"Persons Place of Usual Residence","2827, NSW","Other Mode",12
"Persons Place of Usual Residence","2827, NSW","Worked at home or Did not go to work",318
"Persons Place of Usual Residence","2827, NSW","Mode not stated",20
"Persons Place of Usual Residence","2827, NSW","Not applicable",2221
"Persons Place of Usual Residence","2827, NSW","Total",3693
"Persons Place of Usual Residence","2828, NSW","Public Transport",0
"Persons Place of Usual Residence","2828, NSW","Vehicle",141
"Persons Place of Usual Residence","2828, NSW","Active Transport",34
"Persons Place of Usual Residence","2828, NSW","Other Mode",10
"Persons Place of Usual Residence","2828, NSW","Worked at home or Did not go to work",102
"Persons Place of Usual Residence","2828, NSW","Mode not stated",4
"Persons Place of Usual Residence","2828, NSW","Not applicable",547
"Persons Place of Usual Residence","2828, NSW","Total",832
"Persons Place of Usual Residence","2829, NSW","Public Transport",8
"Persons Place of Usual Residence","2829, NSW","Vehicle",821
"Persons Place of Usual Residence","2829, NSW","Active Transport",80
"Persons Place of Usual Residence","2829, NSW","Other Mode",17
"Persons Place of Usual Residence","2829, NSW","Worked at home or Did not go to work",201
"Persons Place of Usual Residence","2829, NSW","Mode not stated",23
"Persons Place of Usual Residence","2829, NSW","Not applicable",1948
"Persons Place of Usual Residence","2829, NSW","Total",3100
"Persons Place of Usual Residence","2830, NSW","Public Transport",158
"Persons Place of Usual Residence","2830, NSW","Vehicle",15412
"Persons Place of Usual Residence","2830, NSW","Active Transport",628
"Persons Place of Usual Residence","2830, NSW","Other Mode",81
"Persons Place of Usual Residence","2830, NSW","Worked at home or Did not go to work",2314
"Persons Place of Usual Residence","2830, NSW","Mode not stated",185
"Persons Place of Usual Residence","2830, NSW","Not applicable",21500
"Persons Place of Usual Residence","2830, NSW","Total",40290
"Persons Place of Usual Residence","2831, NSW","Public Transport",7
"Persons Place of Usual Residence","2831, NSW","Vehicle",539
"Persons Place of Usual Residence","2831, NSW","Active Transport",51
"Persons Place of Usual Residence","2831, NSW","Other Mode",13
"Persons Place of Usual Residence","2831, NSW","Worked at home or Did not go to work",261
"Persons Place of Usual Residence","2831, NSW","Mode not stated",16
"Persons Place of Usual Residence","2831, NSW","Not applicable",1027
"Persons Place of Usual Residence","2831, NSW","Total",1920
"Persons Place of Usual Residence","2832, NSW","Public Transport",5
"Persons Place of Usual Residence","2832, NSW","Vehicle",574
"Persons Place of Usual Residence","2832, NSW","Active Transport",127
"Persons Place of Usual Residence","2832, NSW","Other Mode",17
"Persons Place of Usual Residence","2832, NSW","Worked at home or Did not go to work",156
"Persons Place of Usual Residence","2832, NSW","Mode not stated",26
"Persons Place of Usual Residence","2832, NSW","Not applicable",1662
"Persons Place of Usual Residence","2832, NSW","Total",2566
"Persons Place of Usual Residence","2833, NSW","Public Transport",4
"Persons Place of Usual Residence","2833, NSW","Vehicle",127
"Persons Place of Usual Residence","2833, NSW","Active Transport",29
"Persons Place of Usual Residence","2833, NSW","Other Mode",9
"Persons Place of Usual Residence","2833, NSW","Worked at home or Did not go to work",41
"Persons Place of Usual Residence","2833, NSW","Mode not stated",6
"Persons Place of Usual Residence","2833, NSW","Not applicable",442
"Persons Place of Usual Residence","2833, NSW","Total",654
"Persons Place of Usual Residence","2834, NSW","Public Transport",3
"Persons Place of Usual Residence","2834, NSW","Vehicle",457
"Persons Place of Usual Residence","2834, NSW","Active Transport",62
"Persons Place of Usual Residence","2834, NSW","Other Mode",8
"Persons Place of Usual Residence","2834, NSW","Worked at home or Did not go to work",110
"Persons Place of Usual Residence","2834, NSW","Mode not stated",12
"Persons Place of Usual Residence","2834, NSW","Not applicable",1692
"Persons Place of Usual Residence","2834, NSW","Total",2338
"Persons Place of Usual Residence","2835, NSW","Public Transport",16
"Persons Place of Usual Residence","2835, NSW","Vehicle",1321
"Persons Place of Usual Residence","2835, NSW","Active Transport",135
"Persons Place of Usual Residence","2835, NSW","Other Mode",19
"Persons Place of Usual Residence","2835, NSW","Worked at home or Did not go to work",327
"Persons Place of Usual Residence","2835, NSW","Mode not stated",37
"Persons Place of Usual Residence","2835, NSW","Not applicable",2320
"Persons Place of Usual Residence","2835, NSW","Total",4173
"Persons Place of Usual Residence","2836, NSW","Public Transport",0
"Persons Place of Usual Residence","2836, NSW","Vehicle",125
"Persons Place of Usual Residence","2836, NSW","Active Transport",59
"Persons Place of Usual Residence","2836, NSW","Other Mode",8
"Persons Place of Usual Residence","2836, NSW","Worked at home or Did not go to work",73
"Persons Place of Usual Residence","2836, NSW","Mode not stated",7
"Persons Place of Usual Residence","2836, NSW","Not applicable",610
"Persons Place of Usual Residence","2836, NSW","Total",890
"Persons Place of Usual Residence","2838, NSW","Public Transport",3
"Persons Place of Usual Residence","2838, NSW","Vehicle",44
"Persons Place of Usual Residence","2838, NSW","Active Transport",19
"Persons Place of Usual Residence","2838, NSW","Other Mode",0
"Persons Place of Usual Residence","2838, NSW","Worked at home or Did not go to work",16
"Persons Place of Usual Residence","2838, NSW","Mode not stated",0
"Persons Place of Usual Residence","2838, NSW","Not applicable",163
"Persons Place of Usual Residence","2838, NSW","Total",243
"Persons Place of Usual Residence","2839, NSW","Public Transport",3
"Persons Place of Usual Residence","2839, NSW","Vehicle",238
"Persons Place of Usual Residence","2839, NSW","Active Transport",95
"Persons Place of Usual Residence","2839, NSW","Other Mode",6
"Persons Place of Usual Residence","2839, NSW","Worked at home or Did not go to work",52
"Persons Place of Usual Residence","2839, NSW","Mode not stated",6
"Persons Place of Usual Residence","2839, NSW","Not applicable",935
"Persons Place of Usual Residence","2839, NSW","Total",1337
"Persons Place of Usual Residence","2840, NSW","Public Transport",5
"Persons Place of Usual Residence","2840, NSW","Vehicle",674
"Persons Place of Usual Residence","2840, NSW","Active Transport",168
"Persons Place of Usual Residence","2840, NSW","Other Mode",21
"Persons Place of Usual Residence","2840, NSW","Worked at home or Did not go to work",151
"Persons Place of Usual Residence","2840, NSW","Mode not stated",13
"Persons Place of Usual Residence","2840, NSW","Not applicable",1658
"Persons Place of Usual Residence","2840, NSW","Total",2702
"Persons Place of Usual Residence","2842, NSW","Public Transport",0
"Persons Place of Usual Residence","2842, NSW","Vehicle",141
"Persons Place of Usual Residence","2842, NSW","Active Transport",24
"Persons Place of Usual Residence","2842, NSW","Other Mode",0
"Persons Place of Usual Residence","2842, NSW","Worked at home or Did not go to work",68
"Persons Place of Usual Residence","2842, NSW","Mode not stated",8
"Persons Place of Usual Residence","2842, NSW","Not applicable",385
"Persons Place of Usual Residence","2842, NSW","Total",626
"Persons Place of Usual Residence","2843, NSW","Public Transport",0
"Persons Place of Usual Residence","2843, NSW","Vehicle",321
"Persons Place of Usual Residence","2843, NSW","Active Transport",66
"Persons Place of Usual Residence","2843, NSW","Other Mode",9
"Persons Place of Usual Residence","2843, NSW","Worked at home or Did not go to work",115
"Persons Place of Usual Residence","2843, NSW","Mode not stated",14
"Persons Place of Usual Residence","2843, NSW","Not applicable",764
"Persons Place of Usual Residence","2843, NSW","Total",1288
"Persons Place of Usual Residence","2844, NSW","Public Transport",0
"Persons Place of Usual Residence","2844, NSW","Vehicle",291
"Persons Place of Usual Residence","2844, NSW","Active Transport",38
"Persons Place of Usual Residence","2844, NSW","Other Mode",4
"Persons Place of Usual Residence","2844, NSW","Worked at home or Did not go to work",121
"Persons Place of Usual Residence","2844, NSW","Mode not stated",7
"Persons Place of Usual Residence","2844, NSW","Not applicable",973
"Persons Place of Usual Residence","2844, NSW","Total",1441
"Persons Place of Usual Residence","2845, NSW","Public Transport",17
"Persons Place of Usual Residence","2845, NSW","Vehicle",613
"Persons Place of Usual Residence","2845, NSW","Active Transport",12
"Persons Place of Usual Residence","2845, NSW","Other Mode",5
"Persons Place of Usual Residence","2845, NSW","Worked at home or Did not go to work",101
"Persons Place of Usual Residence","2845, NSW","Mode not stated",6
"Persons Place of Usual Residence","2845, NSW","Not applicable",1228
"Persons Place of Usual Residence","2845, NSW","Total",1978
"Persons Place of Usual Residence","2846, NSW","Public Transport",0
"Persons Place of Usual Residence","2846, NSW","Vehicle",57
"Persons Place of Usual Residence","2846, NSW","Active Transport",8
"Persons Place of Usual Residence","2846, NSW","Other Mode",0
"Persons Place of Usual Residence","2846, NSW","Worked at home or Did not go to work",20
"Persons Place of Usual Residence","2846, NSW","Mode not stated",0
"Persons Place of Usual Residence","2846, NSW","Not applicable",192
"Persons Place of Usual Residence","2846, NSW","Total",277
"Persons Place of Usual Residence","2847, NSW","Public Transport",9
"Persons Place of Usual Residence","2847, NSW","Vehicle",662
"Persons Place of Usual Residence","2847, NSW","Active Transport",22
"Persons Place of Usual Residence","2847, NSW","Other Mode",4
"Persons Place of Usual Residence","2847, NSW","Worked at home or Did not go to work",119
"Persons Place of Usual Residence","2847, NSW","Mode not stated",15
"Persons Place of Usual Residence","2847, NSW","Not applicable",1589
"Persons Place of Usual Residence","2847, NSW","Total",2426
"Persons Place of Usual Residence","2848, NSW","Public Transport",0
"Persons Place of Usual Residence","2848, NSW","Vehicle",291
"Persons Place of Usual Residence","2848, NSW","Active Transport",22
"Persons Place of Usual Residence","2848, NSW","Other Mode",0
"Persons Place of Usual Residence","2848, NSW","Worked at home or Did not go to work",73
"Persons Place of Usual Residence","2848, NSW","Mode not stated",11
"Persons Place of Usual Residence","2848, NSW","Not applicable",1251
"Persons Place of Usual Residence","2848, NSW","Total",1650
"Persons Place of Usual Residence","2849, NSW","Public Transport",9
"Persons Place of Usual Residence","2849, NSW","Vehicle",379
"Persons Place of Usual Residence","2849, NSW","Active Transport",37
"Persons Place of Usual Residence","2849, NSW","Other Mode",8
"Persons Place of Usual Residence","2849, NSW","Worked at home or Did not go to work",130
"Persons Place of Usual Residence","2849, NSW","Mode not stated",10
"Persons Place of Usual Residence","2849, NSW","Not applicable",975
"Persons Place of Usual Residence","2849, NSW","Total",1547
