Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by MSTP Registered Marital Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","MSTP Registered Marital Status","Count",
"Persons Place of Usual Residence","2304, NSW","Never married",5818
"Persons Place of Usual Residence","2304, NSW","Widowed",867
"Persons Place of Usual Residence","2304, NSW","Divorced",1441
"Persons Place of Usual Residence","2304, NSW","Separated",487
"Persons Place of Usual Residence","2304, NSW","Married",4269
"Persons Place of Usual Residence","2304, NSW","Not applicable",2285
"Persons Place of Usual Residence","2304, NSW","Total",15177
"Persons Place of Usual Residence","2305, NSW","Never married",3293
"Persons Place of Usual Residence","2305, NSW","Widowed",583
"Persons Place of Usual Residence","2305, NSW","Divorced",981
"Persons Place of Usual Residence","2305, NSW","Separated",300
"Persons Place of Usual Residence","2305, NSW","Married",4847
"Persons Place of Usual Residence","2305, NSW","Not applicable",2497
"Persons Place of Usual Residence","2305, NSW","Total",12506
"Persons Place of Usual Residence","2306, NSW","Never married",1224
"Persons Place of Usual Residence","2306, NSW","Widowed",204
"Persons Place of Usual Residence","2306, NSW","Divorced",357
"Persons Place of Usual Residence","2306, NSW","Separated",140
"Persons Place of Usual Residence","2306, NSW","Married",700
"Persons Place of Usual Residence","2306, NSW","Not applicable",735
"Persons Place of Usual Residence","2306, NSW","Total",3359
"Persons Place of Usual Residence","2307, NSW","Never married",1434
"Persons Place of Usual Residence","2307, NSW","Widowed",218
"Persons Place of Usual Residence","2307, NSW","Divorced",277
"Persons Place of Usual Residence","2307, NSW","Separated",132
"Persons Place of Usual Residence","2307, NSW","Married",1198
"Persons Place of Usual Residence","2307, NSW","Not applicable",640
"Persons Place of Usual Residence","2307, NSW","Total",3905
"Persons Place of Usual Residence","2308, NSW","Never married",1316
"Persons Place of Usual Residence","2308, NSW","Widowed",0
"Persons Place of Usual Residence","2308, NSW","Divorced",0
"Persons Place of Usual Residence","2308, NSW","Separated",0
"Persons Place of Usual Residence","2308, NSW","Married",8
"Persons Place of Usual Residence","2308, NSW","Not applicable",0
"Persons Place of Usual Residence","2308, NSW","Total",1327
"Persons Place of Usual Residence","2311, NSW","Never married",198
"Persons Place of Usual Residence","2311, NSW","Widowed",45
"Persons Place of Usual Residence","2311, NSW","Divorced",52
"Persons Place of Usual Residence","2311, NSW","Separated",29
"Persons Place of Usual Residence","2311, NSW","Married",374
"Persons Place of Usual Residence","2311, NSW","Not applicable",157
"Persons Place of Usual Residence","2311, NSW","Total",861
"Persons Place of Usual Residence","2312, NSW","Never married",355
"Persons Place of Usual Residence","2312, NSW","Widowed",62
"Persons Place of Usual Residence","2312, NSW","Divorced",123
"Persons Place of Usual Residence","2312, NSW","Separated",51
"Persons Place of Usual Residence","2312, NSW","Married",585
"Persons Place of Usual Residence","2312, NSW","Not applicable",279
"Persons Place of Usual Residence","2312, NSW","Total",1453
"Persons Place of Usual Residence","2314, NSW","Never married",161
"Persons Place of Usual Residence","2314, NSW","Widowed",0
"Persons Place of Usual Residence","2314, NSW","Divorced",15
"Persons Place of Usual Residence","2314, NSW","Separated",9
"Persons Place of Usual Residence","2314, NSW","Married",25
"Persons Place of Usual Residence","2314, NSW","Not applicable",0
"Persons Place of Usual Residence","2314, NSW","Total",203
"Persons Place of Usual Residence","2315, NSW","Never married",3063
"Persons Place of Usual Residence","2315, NSW","Widowed",1027
"Persons Place of Usual Residence","2315, NSW","Divorced",1411
"Persons Place of Usual Residence","2315, NSW","Separated",424
"Persons Place of Usual Residence","2315, NSW","Married",6566
"Persons Place of Usual Residence","2315, NSW","Not applicable",2165
"Persons Place of Usual Residence","2315, NSW","Total",14655
"Persons Place of Usual Residence","2316, NSW","Never married",1376
"Persons Place of Usual Residence","2316, NSW","Widowed",305
"Persons Place of Usual Residence","2316, NSW","Divorced",546
"Persons Place of Usual Residence","2316, NSW","Separated",169
"Persons Place of Usual Residence","2316, NSW","Married",2487
"Persons Place of Usual Residence","2316, NSW","Not applicable",963
"Persons Place of Usual Residence","2316, NSW","Total",5846
"Persons Place of Usual Residence","2317, NSW","Never married",1241
"Persons Place of Usual Residence","2317, NSW","Widowed",534
"Persons Place of Usual Residence","2317, NSW","Divorced",627
"Persons Place of Usual Residence","2317, NSW","Separated",183
"Persons Place of Usual Residence","2317, NSW","Married",2688
"Persons Place of Usual Residence","2317, NSW","Not applicable",969
"Persons Place of Usual Residence","2317, NSW","Total",6241
"Persons Place of Usual Residence","2318, NSW","Never married",2642
"Persons Place of Usual Residence","2318, NSW","Widowed",374
"Persons Place of Usual Residence","2318, NSW","Divorced",791
"Persons Place of Usual Residence","2318, NSW","Separated",303
"Persons Place of Usual Residence","2318, NSW","Married",5425
"Persons Place of Usual Residence","2318, NSW","Not applicable",2612
"Persons Place of Usual Residence","2318, NSW","Total",12149
"Persons Place of Usual Residence","2319, NSW","Never married",1492
"Persons Place of Usual Residence","2319, NSW","Widowed",397
"Persons Place of Usual Residence","2319, NSW","Divorced",648
"Persons Place of Usual Residence","2319, NSW","Separated",226
"Persons Place of Usual Residence","2319, NSW","Married",2732
"Persons Place of Usual Residence","2319, NSW","Not applicable",1186
"Persons Place of Usual Residence","2319, NSW","Total",6685
"Persons Place of Usual Residence","2320, NSW","Never married",9024
"Persons Place of Usual Residence","2320, NSW","Widowed",1369
"Persons Place of Usual Residence","2320, NSW","Divorced",2332
"Persons Place of Usual Residence","2320, NSW","Separated",1011
"Persons Place of Usual Residence","2320, NSW","Married",13142
"Persons Place of Usual Residence","2320, NSW","Not applicable",7684
"Persons Place of Usual Residence","2320, NSW","Total",34559
"Persons Place of Usual Residence","2321, NSW","Never married",3511
"Persons Place of Usual Residence","2321, NSW","Widowed",460
"Persons Place of Usual Residence","2321, NSW","Divorced",910
"Persons Place of Usual Residence","2321, NSW","Separated",396
"Persons Place of Usual Residence","2321, NSW","Married",6064
"Persons Place of Usual Residence","2321, NSW","Not applicable",3279
"Persons Place of Usual Residence","2321, NSW","Total",14624
"Persons Place of Usual Residence","2322, NSW","Never married",4780
"Persons Place of Usual Residence","2322, NSW","Widowed",705
"Persons Place of Usual Residence","2322, NSW","Divorced",1316
"Persons Place of Usual Residence","2322, NSW","Separated",530
"Persons Place of Usual Residence","2322, NSW","Married",7256
"Persons Place of Usual Residence","2322, NSW","Not applicable",3872
"Persons Place of Usual Residence","2322, NSW","Total",18453
"Persons Place of Usual Residence","2323, NSW","Never married",6750
"Persons Place of Usual Residence","2323, NSW","Widowed",1180
"Persons Place of Usual Residence","2323, NSW","Divorced",2004
"Persons Place of Usual Residence","2323, NSW","Separated",742
"Persons Place of Usual Residence","2323, NSW","Married",9847
"Persons Place of Usual Residence","2323, NSW","Not applicable",5213
"Persons Place of Usual Residence","2323, NSW","Total",25736
"Persons Place of Usual Residence","2324, NSW","Never married",6005
"Persons Place of Usual Residence","2324, NSW","Widowed",1280
"Persons Place of Usual Residence","2324, NSW","Divorced",2107
"Persons Place of Usual Residence","2324, NSW","Separated",748
"Persons Place of Usual Residence","2324, NSW","Married",9286
"Persons Place of Usual Residence","2324, NSW","Not applicable",4212
"Persons Place of Usual Residence","2324, NSW","Total",23651
"Persons Place of Usual Residence","2325, NSW","Never married",8156
"Persons Place of Usual Residence","2325, NSW","Widowed",1506
"Persons Place of Usual Residence","2325, NSW","Divorced",2325
"Persons Place of Usual Residence","2325, NSW","Separated",996
"Persons Place of Usual Residence","2325, NSW","Married",9860
"Persons Place of Usual Residence","2325, NSW","Not applicable",5618
"Persons Place of Usual Residence","2325, NSW","Total",28459
"Persons Place of Usual Residence","2326, NSW","Never married",2017
"Persons Place of Usual Residence","2326, NSW","Widowed",353
"Persons Place of Usual Residence","2326, NSW","Divorced",614
"Persons Place of Usual Residence","2326, NSW","Separated",276
"Persons Place of Usual Residence","2326, NSW","Married",2563
"Persons Place of Usual Residence","2326, NSW","Not applicable",1504
"Persons Place of Usual Residence","2326, NSW","Total",7333
"Persons Place of Usual Residence","2327, NSW","Never married",2300
"Persons Place of Usual Residence","2327, NSW","Widowed",502
"Persons Place of Usual Residence","2327, NSW","Divorced",707
"Persons Place of Usual Residence","2327, NSW","Separated",294
"Persons Place of Usual Residence","2327, NSW","Married",2436
"Persons Place of Usual Residence","2327, NSW","Not applicable",1375
"Persons Place of Usual Residence","2327, NSW","Total",7610
"Persons Place of Usual Residence","2328, NSW","Never married",585
"Persons Place of Usual Residence","2328, NSW","Widowed",126
"Persons Place of Usual Residence","2328, NSW","Divorced",167
"Persons Place of Usual Residence","2328, NSW","Separated",101
"Persons Place of Usual Residence","2328, NSW","Married",970
"Persons Place of Usual Residence","2328, NSW","Not applicable",497
"Persons Place of Usual Residence","2328, NSW","Total",2438
"Persons Place of Usual Residence","2329, NSW","Never married",510
"Persons Place of Usual Residence","2329, NSW","Widowed",110
"Persons Place of Usual Residence","2329, NSW","Divorced",169
"Persons Place of Usual Residence","2329, NSW","Separated",73
"Persons Place of Usual Residence","2329, NSW","Married",819
"Persons Place of Usual Residence","2329, NSW","Not applicable",421
"Persons Place of Usual Residence","2329, NSW","Total",2111
"Persons Place of Usual Residence","2330, NSW","Never married",5290
"Persons Place of Usual Residence","2330, NSW","Widowed",775
"Persons Place of Usual Residence","2330, NSW","Divorced",1305
"Persons Place of Usual Residence","2330, NSW","Separated",546
"Persons Place of Usual Residence","2330, NSW","Married",8040
"Persons Place of Usual Residence","2330, NSW","Not applicable",4399
"Persons Place of Usual Residence","2330, NSW","Total",20349
"Persons Place of Usual Residence","2331, NSW","Never married",283
"Persons Place of Usual Residence","2331, NSW","Widowed",0
"Persons Place of Usual Residence","2331, NSW","Divorced",6
"Persons Place of Usual Residence","2331, NSW","Separated",5
"Persons Place of Usual Residence","2331, NSW","Married",23
"Persons Place of Usual Residence","2331, NSW","Not applicable",0
"Persons Place of Usual Residence","2331, NSW","Total",318
"Persons Place of Usual Residence","2333, NSW","Never married",3905
"Persons Place of Usual Residence","2333, NSW","Widowed",533
"Persons Place of Usual Residence","2333, NSW","Divorced",928
"Persons Place of Usual Residence","2333, NSW","Separated",475
"Persons Place of Usual Residence","2333, NSW","Married",4659
"Persons Place of Usual Residence","2333, NSW","Not applicable",3149
"Persons Place of Usual Residence","2333, NSW","Total",13645
"Persons Place of Usual Residence","2334, NSW","Never married",775
"Persons Place of Usual Residence","2334, NSW","Widowed",71
"Persons Place of Usual Residence","2334, NSW","Divorced",207
"Persons Place of Usual Residence","2334, NSW","Separated",73
"Persons Place of Usual Residence","2334, NSW","Married",993
"Persons Place of Usual Residence","2334, NSW","Not applicable",715
"Persons Place of Usual Residence","2334, NSW","Total",2829
"Persons Place of Usual Residence","2335, NSW","Never married",1462
"Persons Place of Usual Residence","2335, NSW","Widowed",177
"Persons Place of Usual Residence","2335, NSW","Divorced",387
"Persons Place of Usual Residence","2335, NSW","Separated",173
"Persons Place of Usual Residence","2335, NSW","Married",2502
"Persons Place of Usual Residence","2335, NSW","Not applicable",1451
"Persons Place of Usual Residence","2335, NSW","Total",6156
"Persons Place of Usual Residence","2336, NSW","Never married",659
"Persons Place of Usual Residence","2336, NSW","Widowed",114
"Persons Place of Usual Residence","2336, NSW","Divorced",137
"Persons Place of Usual Residence","2336, NSW","Separated",75
"Persons Place of Usual Residence","2336, NSW","Married",1068
"Persons Place of Usual Residence","2336, NSW","Not applicable",556
"Persons Place of Usual Residence","2336, NSW","Total",2614
"Persons Place of Usual Residence","2337, NSW","Never married",1953
"Persons Place of Usual Residence","2337, NSW","Widowed",412
"Persons Place of Usual Residence","2337, NSW","Divorced",510
"Persons Place of Usual Residence","2337, NSW","Separated",205
"Persons Place of Usual Residence","2337, NSW","Married",3161
"Persons Place of Usual Residence","2337, NSW","Not applicable",1651
"Persons Place of Usual Residence","2337, NSW","Total",7889
"Persons Place of Usual Residence","2338, NSW","Never married",345
