Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","AGE5P - Age in Five Year Groups","Count",
"Persons Place of Usual Residence","2460, NSW","85-89 years",548
"Persons Place of Usual Residence","2460, NSW","90-94 years",241
"Persons Place of Usual Residence","2460, NSW","95-99 years",55
"Persons Place of Usual Residence","2460, NSW","100 years and over",4
"Persons Place of Usual Residence","2460, NSW","Total",29212
"Persons Place of Usual Residence","2462, NSW","0-4 years",91
"Persons Place of Usual Residence","2462, NSW","5-9 years",148
"Persons Place of Usual Residence","2462, NSW","10-14 years",127
"Persons Place of Usual Residence","2462, NSW","15-19 years",139
"Persons Place of Usual Residence","2462, NSW","20-24 years",90
"Persons Place of Usual Residence","2462, NSW","25-29 years",61
"Persons Place of Usual Residence","2462, NSW","30-34 years",95
"Persons Place of Usual Residence","2462, NSW","35-39 years",90
"Persons Place of Usual Residence","2462, NSW","40-44 years",131
"Persons Place of Usual Residence","2462, NSW","45-49 years",161
"Persons Place of Usual Residence","2462, NSW","50-54 years",193
"Persons Place of Usual Residence","2462, NSW","55-59 years",243
"Persons Place of Usual Residence","2462, NSW","60-64 years",232
"Persons Place of Usual Residence","2462, NSW","65-69 years",257
"Persons Place of Usual Residence","2462, NSW","70-74 years",172
"Persons Place of Usual Residence","2462, NSW","75-79 years",90
"Persons Place of Usual Residence","2462, NSW","80-84 years",61
"Persons Place of Usual Residence","2462, NSW","85-89 years",31
"Persons Place of Usual Residence","2462, NSW","90-94 years",18
"Persons Place of Usual Residence","2462, NSW","95-99 years",5
"Persons Place of Usual Residence","2462, NSW","100 years and over",0
"Persons Place of Usual Residence","2462, NSW","Total",2443
"Persons Place of Usual Residence","2463, NSW","0-4 years",311
"Persons Place of Usual Residence","2463, NSW","5-9 years",393
"Persons Place of Usual Residence","2463, NSW","10-14 years",458
"Persons Place of Usual Residence","2463, NSW","15-19 years",433
"Persons Place of Usual Residence","2463, NSW","20-24 years",262
"Persons Place of Usual Residence","2463, NSW","25-29 years",220
"Persons Place of Usual Residence","2463, NSW","30-34 years",240
"Persons Place of Usual Residence","2463, NSW","35-39 years",294
"Persons Place of Usual Residence","2463, NSW","40-44 years",469
"Persons Place of Usual Residence","2463, NSW","45-49 years",467
"Persons Place of Usual Residence","2463, NSW","50-54 years",541
"Persons Place of Usual Residence","2463, NSW","55-59 years",632
"Persons Place of Usual Residence","2463, NSW","60-64 years",653
"Persons Place of Usual Residence","2463, NSW","65-69 years",692
"Persons Place of Usual Residence","2463, NSW","70-74 years",536
"Persons Place of Usual Residence","2463, NSW","75-79 years",393
"Persons Place of Usual Residence","2463, NSW","80-84 years",279
"Persons Place of Usual Residence","2463, NSW","85-89 years",165
"Persons Place of Usual Residence","2463, NSW","90-94 years",77
"Persons Place of Usual Residence","2463, NSW","95-99 years",25
"Persons Place of Usual Residence","2463, NSW","100 years and over",3
"Persons Place of Usual Residence","2463, NSW","Total",7541
"Persons Place of Usual Residence","2464, NSW","0-4 years",276
"Persons Place of Usual Residence","2464, NSW","5-9 years",313
"Persons Place of Usual Residence","2464, NSW","10-14 years",268
"Persons Place of Usual Residence","2464, NSW","15-19 years",308
"Persons Place of Usual Residence","2464, NSW","20-24 years",180
"Persons Place of Usual Residence","2464, NSW","25-29 years",248
"Persons Place of Usual Residence","2464, NSW","30-34 years",264
"Persons Place of Usual Residence","2464, NSW","35-39 years",284
"Persons Place of Usual Residence","2464, NSW","40-44 years",314
"Persons Place of Usual Residence","2464, NSW","45-49 years",348
"Persons Place of Usual Residence","2464, NSW","50-54 years",442
"Persons Place of Usual Residence","2464, NSW","55-59 years",531
"Persons Place of Usual Residence","2464, NSW","60-64 years",610
"Persons Place of Usual Residence","2464, NSW","65-69 years",711
"Persons Place of Usual Residence","2464, NSW","70-74 years",553
"Persons Place of Usual Residence","2464, NSW","75-79 years",462
"Persons Place of Usual Residence","2464, NSW","80-84 years",298
"Persons Place of Usual Residence","2464, NSW","85-89 years",211
"Persons Place of Usual Residence","2464, NSW","90-94 years",83
"Persons Place of Usual Residence","2464, NSW","95-99 years",14
"Persons Place of Usual Residence","2464, NSW","100 years and over",6
"Persons Place of Usual Residence","2464, NSW","Total",6740
"Persons Place of Usual Residence","2465, NSW","0-4 years",11
"Persons Place of Usual Residence","2465, NSW","5-9 years",19
"Persons Place of Usual Residence","2465, NSW","10-14 years",11
"Persons Place of Usual Residence","2465, NSW","15-19 years",13
"Persons Place of Usual Residence","2465, NSW","20-24 years",22
"Persons Place of Usual Residence","2465, NSW","25-29 years",11
"Persons Place of Usual Residence","2465, NSW","30-34 years",22
"Persons Place of Usual Residence","2465, NSW","35-39 years",9
"Persons Place of Usual Residence","2465, NSW","40-44 years",13
"Persons Place of Usual Residence","2465, NSW","45-49 years",10
"Persons Place of Usual Residence","2465, NSW","50-54 years",27
"Persons Place of Usual Residence","2465, NSW","55-59 years",26
"Persons Place of Usual Residence","2465, NSW","60-64 years",27
"Persons Place of Usual Residence","2465, NSW","65-69 years",19
"Persons Place of Usual Residence","2465, NSW","70-74 years",29
"Persons Place of Usual Residence","2465, NSW","75-79 years",7
"Persons Place of Usual Residence","2465, NSW","80-84 years",10
"Persons Place of Usual Residence","2465, NSW","85-89 years",0
"Persons Place of Usual Residence","2465, NSW","90-94 years",0
"Persons Place of Usual Residence","2465, NSW","95-99 years",0
"Persons Place of Usual Residence","2465, NSW","100 years and over",0
"Persons Place of Usual Residence","2465, NSW","Total",292
"Persons Place of Usual Residence","2466, NSW","0-4 years",52
"Persons Place of Usual Residence","2466, NSW","5-9 years",80
"Persons Place of Usual Residence","2466, NSW","10-14 years",58
"Persons Place of Usual Residence","2466, NSW","15-19 years",57
"Persons Place of Usual Residence","2466, NSW","20-24 years",30
"Persons Place of Usual Residence","2466, NSW","25-29 years",30
"Persons Place of Usual Residence","2466, NSW","30-34 years",40
"Persons Place of Usual Residence","2466, NSW","35-39 years",40
"Persons Place of Usual Residence","2466, NSW","40-44 years",70
"Persons Place of Usual Residence","2466, NSW","45-49 years",80
"Persons Place of Usual Residence","2466, NSW","50-54 years",101
"Persons Place of Usual Residence","2466, NSW","55-59 years",149
"Persons Place of Usual Residence","2466, NSW","60-64 years",210
"Persons Place of Usual Residence","2466, NSW","65-69 years",228
"Persons Place of Usual Residence","2466, NSW","70-74 years",207
"Persons Place of Usual Residence","2466, NSW","75-79 years",132
"Persons Place of Usual Residence","2466, NSW","80-84 years",104
"Persons Place of Usual Residence","2466, NSW","85-89 years",51
"Persons Place of Usual Residence","2466, NSW","90-94 years",20
"Persons Place of Usual Residence","2466, NSW","95-99 years",4
"Persons Place of Usual Residence","2466, NSW","100 years and over",0
"Persons Place of Usual Residence","2466, NSW","Total",1725
"Persons Place of Usual Residence","2469, NSW","0-4 years",132
"Persons Place of Usual Residence","2469, NSW","5-9 years",199
"Persons Place of Usual Residence","2469, NSW","10-14 years",213
"Persons Place of Usual Residence","2469, NSW","15-19 years",231
"Persons Place of Usual Residence","2469, NSW","20-24 years",126
"Persons Place of Usual Residence","2469, NSW","25-29 years",104
"Persons Place of Usual Residence","2469, NSW","30-34 years",119
"Persons Place of Usual Residence","2469, NSW","35-39 years",169
"Persons Place of Usual Residence","2469, NSW","40-44 years",184
"Persons Place of Usual Residence","2469, NSW","45-49 years",252
"Persons Place of Usual Residence","2469, NSW","50-54 years",384
"Persons Place of Usual Residence","2469, NSW","55-59 years",467
"Persons Place of Usual Residence","2469, NSW","60-64 years",456
"Persons Place of Usual Residence","2469, NSW","65-69 years",398
"Persons Place of Usual Residence","2469, NSW","70-74 years",266
"Persons Place of Usual Residence","2469, NSW","75-79 years",149
"Persons Place of Usual Residence","2469, NSW","80-84 years",95
"Persons Place of Usual Residence","2469, NSW","85-89 years",50
"Persons Place of Usual Residence","2469, NSW","90-94 years",18
"Persons Place of Usual Residence","2469, NSW","95-99 years",3
"Persons Place of Usual Residence","2469, NSW","100 years and over",0
"Persons Place of Usual Residence","2469, NSW","Total",4009
"Persons Place of Usual Residence","2470, NSW","0-4 years",984
"Persons Place of Usual Residence","2470, NSW","5-9 years",1066
"Persons Place of Usual Residence","2470, NSW","10-14 years",1012
"Persons Place of Usual Residence","2470, NSW","15-19 years",1035
"Persons Place of Usual Residence","2470, NSW","20-24 years",810
"Persons Place of Usual Residence","2470, NSW","25-29 years",738
"Persons Place of Usual Residence","2470, NSW","30-34 years",660
"Persons Place of Usual Residence","2470, NSW","35-39 years",771
"Persons Place of Usual Residence","2470, NSW","40-44 years",866
"Persons Place of Usual Residence","2470, NSW","45-49 years",921
"Persons Place of Usual Residence","2470, NSW","50-54 years",1001
"Persons Place of Usual Residence","2470, NSW","55-59 years",973
"Persons Place of Usual Residence","2470, NSW","60-64 years",1058
"Persons Place of Usual Residence","2470, NSW","65-69 years",980
"Persons Place of Usual Residence","2470, NSW","70-74 years",801
"Persons Place of Usual Residence","2470, NSW","75-79 years",630
"Persons Place of Usual Residence","2470, NSW","80-84 years",469
"Persons Place of Usual Residence","2470, NSW","85-89 years",294
"Persons Place of Usual Residence","2470, NSW","90-94 years",112
"Persons Place of Usual Residence","2470, NSW","95-99 years",33
"Persons Place of Usual Residence","2470, NSW","100 years and over",3
"Persons Place of Usual Residence","2470, NSW","Total",15225
"Persons Place of Usual Residence","2471, NSW","0-4 years",143
"Persons Place of Usual Residence","2471, NSW","5-9 years",174
"Persons Place of Usual Residence","2471, NSW","10-14 years",189
"Persons Place of Usual Residence","2471, NSW","15-19 years",168
"Persons Place of Usual Residence","2471, NSW","20-24 years",106
"Persons Place of Usual Residence","2471, NSW","25-29 years",101
"Persons Place of Usual Residence","2471, NSW","30-34 years",88
"Persons Place of Usual Residence","2471, NSW","35-39 years",158
"Persons Place of Usual Residence","2471, NSW","40-44 years",178
"Persons Place of Usual Residence","2471, NSW","45-49 years",152
"Persons Place of Usual Residence","2471, NSW","50-54 years",192
"Persons Place of Usual Residence","2471, NSW","55-59 years",194
"Persons Place of Usual Residence","2471, NSW","60-64 years",192
"Persons Place of Usual Residence","2471, NSW","65-69 years",169
"Persons Place of Usual Residence","2471, NSW","70-74 years",117
"Persons Place of Usual Residence","2471, NSW","75-79 years",80
"Persons Place of Usual Residence","2471, NSW","80-84 years",59
"Persons Place of Usual Residence","2471, NSW","85-89 years",35
"Persons Place of Usual Residence","2471, NSW","90-94 years",12
"Persons Place of Usual Residence","2471, NSW","95-99 years",9
"Persons Place of Usual Residence","2471, NSW","100 years and over",0
"Persons Place of Usual Residence","2471, NSW","Total",2522
"Persons Place of Usual Residence","2472, NSW","0-4 years",114
"Persons Place of Usual Residence","2472, NSW","5-9 years",131
"Persons Place of Usual Residence","2472, NSW","10-14 years",94
"Persons Place of Usual Residence","2472, NSW","15-19 years",105
"Persons Place of Usual Residence","2472, NSW","20-24 years",79
"Persons Place of Usual Residence","2472, NSW","25-29 years",80
"Persons Place of Usual Residence","2472, NSW","30-34 years",92
"Persons Place of Usual Residence","2472, NSW","35-39 years",119
"Persons Place of Usual Residence","2472, NSW","40-44 years",101
"Persons Place of Usual Residence","2472, NSW","45-49 years",116
"Persons Place of Usual Residence","2472, NSW","50-54 years",155
"Persons Place of Usual Residence","2472, NSW","55-59 years",145
"Persons Place of Usual Residence","2472, NSW","60-64 years",164
"Persons Place of Usual Residence","2472, NSW","65-69 years",132
"Persons Place of Usual Residence","2472, NSW","70-74 years",95
"Persons Place of Usual Residence","2472, NSW","75-79 years",87
"Persons Place of Usual Residence","2472, NSW","80-84 years",43
"Persons Place of Usual Residence","2472, NSW","85-89 years",16
"Persons Place of Usual Residence","2472, NSW","90-94 years",0
"Persons Place of Usual Residence","2472, NSW","95-99 years",3
"Persons Place of Usual Residence","2472, NSW","100 years and over",0
"Persons Place of Usual Residence","2472, NSW","Total",1855
"Persons Place of Usual Residence","2473, NSW","0-4 years",123
"Persons Place of Usual Residence","2473, NSW","5-9 years",165
"Persons Place of Usual Residence","2473, NSW","10-14 years",160
"Persons Place of Usual Residence","2473, NSW","15-19 years",178
"Persons Place of Usual Residence","2473, NSW","20-24 years",105
"Persons Place of Usual Residence","2473, NSW","25-29 years",107
"Persons Place of Usual Residence","2473, NSW","30-34 years",119
"Persons Place of Usual Residence","2473, NSW","35-39 years",124
"Persons Place of Usual Residence","2473, NSW","40-44 years",189
"Persons Place of Usual Residence","2473, NSW","45-49 years",164
"Persons Place of Usual Residence","2473, NSW","50-54 years",203
"Persons Place of Usual Residence","2473, NSW","55-59 years",281
"Persons Place of Usual Residence","2473, NSW","60-64 years",255
"Persons Place of Usual Residence","2473, NSW","65-69 years",267
"Persons Place of Usual Residence","2473, NSW","70-74 years",225
"Persons Place of Usual Residence","2473, NSW","75-79 years",174
